#file_name, index, ssim, lxy, cxy, sxy
00002833,0,1.0,1.0,1.0,1.0
00002833,1,1.0,1.0,1.0,1.0
00002833,2,1.0,1.0,1.0,1.0
00002833,3,1.0,1.0,1.0,1.0
00002833,4,1.0,1.0,1.0,1.0
00002833,5,1.0,1.0,1.0,1.0
00002896,0,0.9784266948699951,0.9989367723464966,0.9981802701950073,0.9813979864120483
00002896,1,0.9795727133750916,0.9992116093635559,0.9983280301094055,0.9820854663848877
00002896,2,0.9749191999435425,0.9989697933197021,0.9975462555885315,0.9784117937088013
00002896,3,0.9798852801322937,0.9994032979011536,0.9984694123268127,0.9820994138717651
00002896,4,0.9272677898406982,0.996536135673523,0.987527072429657,0.9364261031150818
00002896,5,0.9760025143623352,0.9992548227310181,0.9978287816047668,0.9789074659347534
00002906,0,0.9640913009643555,0.9985864162445068,0.9963623285293579,0.9687626957893372
00002906,1,0.9786077737808228,0.9990492463111877,0.9981963634490967,0.9814366102218628
00002906,2,0.9565912485122681,0.9983797669410706,0.9943122267723083,0.9623988270759583
00002906,3,0.9570403695106506,0.998475193977356,0.9944931864738464,0.9628586769104004
00002906,4,0.9768834114074707,0.999397337436676,0.9979673624038696,0.9795730710029602
00002906,5,0.9769362807273865,0.9992898106575012,0.9979742765426636,0.9796813130378723
00002921,0,0.9766427874565125,0.998831570148468,0.997909426689148,0.9799679517745972
00002921,1,0.9680147171020508,0.9989390969276428,0.9965168237686157,0.9722521305084229
00002921,2,0.9693855047225952,0.9986671209335327,0.9966259598731995,0.9738240242004395
00002921,3,0.9341349005699158,0.9971696734428406,0.9892091155052185,0.9426407814025879
00002921,4,0.9749069809913635,0.9992800951004028,0.9976226091384888,0.9780125617980957
00002921,5,0.977006196975708,0.9992585778236389,0.9979836344718933,0.9797636270523071
00002924,0,0.9780721664428711,0.9990706443786621,0.998108446598053,0.9809153079986572
00002924,1,0.9781437516212463,0.9991551041603088,0.9980981945991516,0.9809185266494751
00002924,2,0.9745303392410278,0.998712420463562,0.9975031018257141,0.9783098101615906
00002924,3,0.9444504380226135,0.9978696703910828,0.9917607307434082,0.9517566561698914
00002924,4,0.9324232339859009,0.9970847368240356,0.989063024520874,0.9407654404640198
00002924,5,0.9747366309165955,0.9991635680198669,0.9976476430892944,0.9778849482536316
00002840,0,0.9483816623687744,0.998378574848175,0.9943996667861938,0.9541352391242981
00002840,1,0.971825361251831,0.9991658329963684,0.9971224665641785,0.9754564762115479
00002840,2,0.9808173179626465,0.9994674324989319,0.9985992908477783,0.9828571677207947
00002840,3,0.9422363638877869,0.9977900981903076,0.9913410544395447,0.9497200846672058
00002840,4,0.9262780547142029,0.9965628981590271,0.9873663783073425,0.935367226600647
00002840,5,0.9749497771263123,0.9994634389877319,0.997709333896637,0.9777887463569641
00002918,0,0.978269100189209,0.9988775253295898,0.998160183429718,0.9812851548194885
00002918,1,0.9700180292129517,0.9989447593688965,0.996812105178833,0.9740251302719116
00002918,2,0.9697174429893494,0.9990469217300415,0.9966438412666321,0.9737323522567749
00002918,3,0.9658885598182678,0.9988653659820557,0.9960640668869019,0.9705010056495667
00002918,4,0.9798102974891663,0.9994558095932007,0.9984635710716248,0.9820258617401123
00002918,5,0.9732089638710022,0.9991239905357361,0.9974283576011658,0.9765800833702087
00002907,0,0.9774608016014099,0.9988242983818054,0.9980521202087402,0.9806675314903259
00002907,1,0.9719823002815247,0.999065101146698,0.9971694946289062,0.9756312966346741
00002907,2,0.9650515913963318,0.998927652835846,0.9958307147026062,0.9696541428565979
00002907,3,0.9738875031471252,0.9991574287414551,0.9974262714385986,0.9772523045539856
00002907,4,0.977125883102417,0.99940025806427,0.9979915618896484,0.9798009395599365
00002907,5,0.976390540599823,0.9991990923881531,0.9972147941589355,0.9799419045448303
00002878,0,0.9690620303153992,0.9987131953239441,0.9969255328178406,0.9732757210731506
