#file_name, index, ssim, lxy, cxy, sxy
00000176,0,1.0,1.0,1.0,1.0
00000176,1,1.0,1.0,1.0,1.0
00000176,2,1.0,1.0,1.0,1.0
00000176,3,1.0,1.0,1.0,1.0
00000176,4,1.0,1.0,1.0,1.0
00000176,5,1.0,1.0,1.0,1.0
00000183,0,0.9774651527404785,0.9995384812355042,0.9983664751052856,0.9796720743179321
00000183,1,0.9759207963943481,0.9994868636131287,0.9981679916381836,0.9783674478530884
00000183,2,0.9770159125328064,0.998980700969696,0.9980824589729309,0.9797170162200928
00000183,3,0.970470130443573,0.9978223443031311,0.9964961409568787,0.9745694398880005
00000183,4,0.975275993347168,0.9989730715751648,0.9976915121078491,0.9784103631973267
00000183,5,0.9762857556343079,0.999521791934967,0.9980764389038086,0.9787916541099548
00000133,0,0.9770135283470154,0.999466061592102,0.9982446432113647,0.9794014096260071
00000133,1,0.9760498404502869,0.9995149374008179,0.9981728196144104,0.9784574508666992
00000133,2,0.9774917364120483,0.9991008639335632,0.9982395172119141,0.9801607131958008
00000133,3,0.9741438627243042,0.9991861581802368,0.9975709319114685,0.9773521423339844
00000133,4,0.9740104079246521,0.9990978837013245,0.997412919998169,0.9774763584136963
00000133,5,0.9721838235855103,0.9992908835411072,0.9970277547836304,0.9758415818214417
00000255,0,0.9736646413803101,0.9984186887741089,0.996637225151062,0.9773032069206238
00000255,1,0.9729819893836975,0.9983675479888916,0.9966495633125305,0.9768196940422058
00000255,2,0.9736125469207764,0.9981202483177185,0.9965890049934387,0.9775539040565491
00000255,3,0.972018837928772,0.9979338645935059,0.996863842010498,0.976064920425415
00000255,4,0.9643284678459167,0.99774169921875,0.9948093295097351,0.9701623916625977
00000255,5,0.9749356508255005,0.9988573789596558,0.9976492524147034,0.9781402349472046
00000155,0,0.9763742089271545,0.9994519948959351,0.9980974793434143,0.9789136648178101
00000155,1,0.9748628735542297,0.9994304776191711,0.9979053139686584,0.9776067733764648
00000155,2,0.9781235456466675,0.9993465542793274,0.9984049201011658,0.9804537296295166
00000155,3,0.9760023951530457,0.9994306564331055,0.9980429410934448,0.978611946105957
00000155,4,0.9774943590164185,0.9992137551307678,0.9983154535293579,0.9800883531570435
00000155,5,0.9747649431228638,0.9994391202926636,0.9976762533187866,0.9777123928070068
00000161,0,0.9772428870201111,0.9994823336601257,0.998305082321167,0.9795573949813843
00000161,1,0.9762718677520752,0.999505877494812,0.9982383847236633,0.9786246418952942
00000161,2,0.9775534868240356,0.9993059635162354,0.9982767701148987,0.9800580143928528
00000161,3,0.9732202291488647,0.9993033409118652,0.99737548828125,0.9765788912773132
00000161,4,0.9710503816604614,0.9991393685340881,0.9968026280403137,0.975081205368042
00000161,5,0.9653706550598145,0.9987517595291138,0.9955770969390869,0.970696210861206
00000157,0,0.9769080281257629,0.9994692802429199,0.9982255697250366,0.9793105125427246
00000157,1,0.9743020534515381,0.9993810653686523,0.9977812767028809,0.9772080183029175
00000157,2,0.9753637909889221,0.9991374015808105,0.9977214932441711,0.978538990020752
00000157,3,0.9732012748718262,0.9993264675140381,0.9973673224449158,0.9765411019325256
00000157,4,0.9735543131828308,0.9991979598999023,0.9973590970039368,0.9770457148551941
00000157,5,0.9756004214286804,0.9994786977767944,0.9978722929954529,0.9783321619033813
00000144,0,0.9771299362182617,0.9994726181030273,0.9982735514640808,0.9794833064079285
00000144,1,0.9763000011444092,0.9995173811912537,0.9982450604438782,0.9786375761032104
00000144,2,0.9779129028320312,0.9992074370384216,0.9983440637588501,0.9804284572601318
00000144,3,0.9642301797866821,0.9987890720367432,0.9952124953269958,0.9698439836502075
00000144,4,0.9764763712882996,0.9992666840553284,0.9980010986328125,0.9793037176132202
00000144,5,0.975612223148346,0.99947190284729,0.9978657960891724,0.9783560633659363
00000160,0,0.9767012596130371,0.9994542598724365,0.9981687068939209,0.9791710376739502
00000160,1,0.9720109701156616,0.9992136359214783,0.997250497341156,0.9755601286888123
