#file_name, index, sxy. score = 0.9500002896,4,0.9364261031150818
00002921,3,0.9426407814025879
00002924,4,0.9407654404640198
00002840,3,0.9497200846672058
00002840,4,0.935367226600647
00002908,4,0.9346619844436646
00002915,3,0.9468450546264648
00002903,3,0.9410054683685303
00002912,3,0.9424890875816345
00002857,4,0.9321310520172119
00002926,3,0.9498918056488037
00002909,4,0.9346767663955688
00002883,4,0.9490299820899963
00002842,4,0.9435476064682007
00002880,4,0.9436403512954712
00002930,4,0.9375779628753662
00002827,3,0.9395186901092529
00002827,4,0.9385416507720947
00002828,3,0.9401945471763611
00002937,3,0.94053053855896
00002884,3,0.944496750831604
00002887,3,0.9440067410469055
00002890,3,0.9417193531990051
00002852,4,0.9297382235527039
00002916,3,0.9423291087150574
00002900,4,0.9496224522590637
00002829,3,0.9497143626213074
00002888,3,0.9431068301200867
00002895,4,0.9388373494148254
00002832,3,0.9490196108818054
00002936,3,0.9450916647911072
00002898,3,0.9433577656745911
00002923,3,0.9414399862289429
00002891,4,0.9464777708053589
00002845,3,0.9388733506202698
00002927,3,0.9470745325088501
00002927,4,0.9467135071754456
00002902,3,0.9441937804222107
00002841,3,0.9468645453453064
00002841,4,0.935853123664856
00002876,3,0.9461714625358582
00002893,3,0.9432764649391174
00002904,3,0.9412440061569214
00002904,4,0.949560284614563
00002837,4,0.9340825080871582
00002931,3,0.9415159821510315
00002886,4,0.9383233785629272
00002855,3,0.9365931749343872
00002855,4,0.945237934589386
00002848,3,0.9471774101257324
00002846,4,0.9387633204460144
00002920,3,0.9447484612464905
00002920,4,0.9482687711715698
00002835,4,0.9480621218681335
00002865,4,0.9369200468063354
00002847,4,0.9379624128341675
00002935,4,0.93888920545578
00002864,4,0.9375724792480469
00002885,3,0.9449599981307983
00002917,3,0.9493040442466736
00002917,4,0.9459370374679565
00002863,3,0.9484625458717346
00002892,3,0.9483405947685242
00002824,3,0.9498201012611389
00002824,4,0.9411237835884094
00002853,4,0.9479596018791199
00002934,4,0.9342723488807678
00002897,3,0.9463559985160828
00002905,4,0.9319005608558655
00002940,3,0.9412917494773865
00002940,4,0.9457294940948486
