#file_name, index, ssim, lxy, cxy, sxy
10,5,0.844627857208252,0.9865649938583374,0.9635709524154663,0.866305947303772
03,0,0.8823677897453308,0.9899308085441589,0.9727247953414917,0.899694561958313
03,1,0.8888238072395325,0.9916848540306091,0.975655198097229,0.9050312042236328
03,2,0.8770499229431152,0.9926907420158386,0.9756295680999756,0.892885148525238
03,3,0.8858230113983154,0.9901669025421143,0.9768945574760437,0.9028726816177368
03,4,0.8596288561820984,0.9885680675506592,0.9736415147781372,0.8770004510879517
03,5,0.8541511297225952,0.9855585098266602,0.9688319563865662,0.8758550882339478
04,0,0.8924731612205505,0.9919655323028564,0.9769130349159241,0.9070565104484558
04,1,0.9037083387374878,0.9942009449005127,0.9812657833099365,0.916728675365448
04,2,0.8965991139411926,0.9940779209136963,0.979235827922821,0.9102853536605835
04,3,0.8947132229804993,0.9905424118041992,0.9788787961006165,0.9101054072380066
04,4,0.8675955533981323,0.9894291758537292,0.9759155511856079,0.8833812475204468
04,5,0.872606098651886,0.9879855513572693,0.9733000993728638,0.8916213512420654
18,0,0.9311875700950623,0.9966869354248047,0.9888976216316223,0.9403388500213623
18,1,0.9369468092918396,0.9979351758956909,0.9908912777900696,0.9445503354072571
18,2,0.9379633069038391,0.9982224106788635,0.9931838512420654,0.9440487623214722
18,3,0.9345382452011108,0.9934958815574646,0.9897902011871338,0.945074737071991
18,4,0.9269987940788269,0.9942827224731445,0.9888420701026917,0.9368390440940857
18,5,0.9205911159515381,0.9928622841835022,0.9877482652664185,0.9317096471786499
07,0,0.9245860576629639,0.9960198402404785,0.9881141185760498,0.9340595602989197
07,1,0.9234412908554077,0.9962080121040344,0.9871867895126343,0.9333053827285767
07,2,0.9323620796203613,0.9963781833648682,0.9895135164260864,0.9410860538482666
07,3,0.8993964791297913,0.9936341047286987,0.9849229454994202,0.9108464121818542
07,4,0.9137991070747375,0.9939152598381042,0.9864839911460876,0.9250419735908508
07,5,0.9171801209449768,0.9921820163726807,0.9851324558258057,0.9307219982147217
06,0,0.9076927900314331,0.9942835569381714,0.9838812947273254,0.9192068576812744
06,1,0.9054943323135376,0.9948241710662842,0.9840959310531616,0.9165075421333313
06,2,0.8984972834587097,0.9957535862922668,0.986189603805542,0.9084196090698242
06,3,0.885831356048584,0.9922375082969666,0.9799560308456421,0.9002690315246582
06,4,0.8737468123435974,0.9919495582580566,0.9814780354499817,0.8868440389633179
06,5,0.8757301568984985,0.9913989901542664,0.9809929132461548,0.8899976015090942
02,0,0.8793843388557434,0.9894246459007263,0.9704744219779968,0.8974296450614929
02,1,0.8811461329460144,0.9920153617858887,0.9743091464042664,0.8972258567810059
02,2,0.8841864466667175,0.9932405948638916,0.9765728116035461,0.8992668986320496
02,3,0.8792824149131775,0.9899742603302002,0.975358784198761,0.8964877128601074
02,4,0.8607154488563538,0.9895648956298828,0.9740357398986816,0.8769250512123108
02,5,0.8615176677703857,0.9865708947181702,0.9698532223701477,0.8824280500411987
15,0,0.903378963470459,0.9943346381187439,0.9809309244155884,0.9155716300010681
15,1,0.9095448851585388,0.9956822991371155,0.9830671548843384,0.9202370643615723
15,2,0.9098396897315979,0.9966509342193604,0.9851303100585938,0.9189009070396423
15,3,0.8930460810661316,0.9939215183258057,0.9817677736282349,0.9060449004173279
15,4,0.8777916431427002,0.9920845627784729,0.979804277420044,0.8916854858398438
15,5,0.880240797996521,0.9908246397972107,0.9790945649147034,0.895243227481842
00,0,0.8828115463256836,0.9905672073364258,0.9731370806694031,0.8987250924110413
00,1,0.8735370635986328,0.9927873611450195,0.9737442135810852,0.8881902098655701
00,2,0.8753730058670044,0.99397873878479,0.9759836792945862,0.888933539390564
00,3,0.8896855115890503,0.991353452205658,0.9778403043746948,0.9050379991531372
00,4,0.8436782956123352,0.9898746609687805,0.9731015563011169,0.8592943549156189
00,5,0.8371813297271729,0.985664427280426,0.966818630695343,0.857767641544342
17,0,0.9453675746917725,0.9971207976341248,0.991840660572052,0.9535609483718872
17,1,0.9323593378067017,0.997479259967804,0.9918650388717651,0.9401577115058899
17,2,0.9284566044807434,0.9979677200317383,0.9931036829948425,0.9351487159729004
17,3,0.9411748051643372,0.9940518140792847,0.9906807541847229,0.9514286518096924
17,4,0.9170901775360107,0.9943752884864807,0.989231526851654,0.9270100593566895
17,5,0.9085590243339539,0.9928448796272278,0.9878113269805908,0.9205259084701538
09,0,0.9628467559814453,0.998345136642456,0.9961264133453369,0.9678901433944702
09,1,0.9615142941474915,0.9986261129379272,0.9955063462257385,0.9666649699211121
09,2,0.9650406241416931,0.9988017082214355,0.9965305328369141,0.9690403938293457
09,3,0.9507448077201843,0.9965947270393372,0.9940395951271057,0.9577300548553467
09,4,0.9586355090141296,0.9966000318527222,0.9940484762191772,0.9647735357284546
09,5,0.9547580480575562,0.9971532225608826,0.9941434264183044,0.9615955352783203
01,0,0.8783241510391235,0.9913442134857178,0.9749560952186584,0.8937992453575134
01,1,0.883223831653595,0.9930436611175537,0.9780072569847107,0.8969874978065491
01,2,0.896595299243927,0.9949303269386292,0.981995165348053,0.9082807898521423
01,3,0.860273540019989,0.9918243288993835,0.9785611033439636,0.8740600347518921
01,4,0.8381499648094177,0.9903081059455872,0.9745118618011475,0.8538463711738586
01,5,0.8574379682540894,0.9876864552497864,0.9722548127174377,0.875335693359375
08,0,0.9113910794258118,0.9944773316383362,0.9832935929298401,0.922863245010376
08,1,0.9162060618400574,0.9959228038787842,0.9854602217674255,0.9266455769538879
08,2,0.9255362153053284,0.9966340661048889,0.988089382648468,0.9345473647117615
08,3,0.8981279134750366,0.9937899708747864,0.9835854768753052,0.9105536341667175
08,4,0.8970119953155518,0.9926750659942627,0.9834874868392944,0.9103221893310547
08,5,0.9044398665428162,0.992525577545166,0.9834940433502197,0.9176733493804932
